index,Test Batch Nº,Test Execution Site,Grease Mass (g)_OB,Parts Assembly Site_OB,Outer Race Track Case Depth (mm)_OB,Outer Race Track Surf. Hardness (HRC)_OB,Inner Race Track Case Depth (mm)_OB,Inner Race Track Surf. Hardness (HRC)_OB,Manufacturing Place - Outer Race_OB,Manufacturing Place - Inner Race_OB,Joint Endurance Torque Class_OB,Joint Endurance Torque Class_OB_2000,Joint Endurance Torque Class_OB_2300,Joint Endurance Torque Class_OB_2600,Joint Endurance Torque Class_OB_2900,Joint Endurance Torque Class_OB_3300,Joint Endurance Torque Class_OB_3700,Joint Endurance Torque Class_OB_4100,Joint Endurance Torque Class_OB_4600,Joint Endurance Torque Class_OB_5100,Joint Endurance Torque Class_OB_5600,Joint Endurance Torque Class_OB_6200,DamageGradingSum,Temp_RI_max,Temp_24hr_max,Temp_Stable_max,Life left after BI,MacDmg_Reported,Obsv_Pred_50,Obsv_Pred_10,copy_joint_Endurance,Grade_copy,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9
0,110419EMB06,GKN ARN,164.0,GKN ESK,,,,,GKN VIG,GKN VIG,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,47.0,50.0,59.0,0.993189319,0.001958925,0.000255721,0.000894609,5100,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,110418EMB05,GKN ARN,164.0,GKN ESK,,,,,GKN VIG,GKN VIG,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,50.0,52.0,78.0,0.993189319,0.001958925,0.000356447,0.001181143,5100,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,110417EMB06,GKN ARN,194.0,GKN ESK,,,,,GKN VIG,GKN VIG,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25,47.0,53.0,55.0,0.993359826,0.001909874,0.001372036,0.00373533,4100,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3,110417EMB06,GKN ARN,194.0,GKN ESK,,,,,GKN VIG,GKN VIG,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25,48.0,53.0,57.0,0.993359826,0.001909874,0.001372036,0.00373533,4100,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4,110417EMB06,GKN ARN,194.0,GKN ESK,,,,,GKN VIG,GKN VIG,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25,48.0,54.0,57.0,0.993359826,0.001909874,0.001372036,0.00373533,4100,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,110417EMB06,GKN ARN,194.0,GKN ESK,,,,,GKN VIG,GKN VIG,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25,48.0,54.0,57.0,0.993359826,0.001909874,0.001372036,0.00373533,4100,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,110418EMB05,GKN ARN,164.0,GKN ESK,,,,,GKN VIG,GKN VIG,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,43.0,44.0,49.0,0.993189319,0.001958925,0.001407274,0.003831263,5100,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,110419EMB06,GKN ARN,164.0,GKN ESK,,,,,GKN VIG,GKN VIG,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,44.0,48.0,53.0,0.993189319,0.001958925,0.001407274,0.003831263,5100,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,110419EMB06,GKN ARN,164.0,GKN ESK,,,,,GKN VIG,GKN VIG,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,44.0,49.0,54.0,0.993189319,0.001958925,0.001407274,0.003831263,5100,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9,110419EMB06,GKN ARN,164.0,GKN ESK,,,,,GKN VIG,GKN VIG,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,47.0,50.0,59.0,0.993189319,0.001958925,0.001407274,0.003831263,5100,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
10,110418EMB05,GKN ARN,164.0,GKN ESK,,,,,GKN VIG,GKN VIG,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,55.0,58.0,73.0,0.993189319,0.001958925,0.001407274,0.003831263,5100,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11,110418EMB05,GKN ARN,164.0,GKN ESK,,,,,GKN VIG,GKN VIG,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,56.0,59.0,76.0,0.993189319,0.001958925,0.001407274,0.003831263,5100,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
12,171030EMB08,GKN OLE,68.0,GKN OFW,,,,,,,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36,20.0,20.0,20.0,0.995123679,0.000163341,0.00018691,0.0048469,4100,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13,151692EMB02,GKN DLD,,GKN OLE,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24,51.0,69.0,56.0,0.995244458,0.003822612,0.00274613,0.007476261,5600,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
14,151692EMB02,GKN DLD,,GKN OLE,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24,52.0,73.0,57.0,0.995244458,0.003822612,0.00274613,0.007476261,5600,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,150680EMB05,GKN DLD,,GKN OLE,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,54.0,67.0,70.0,0.995244458,0.003822612,0.00274613,0.007476261,5600,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,150680EMB05,GKN DLD,,GKN OLE,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,56.0,70.0,70.0,0.995244458,0.003822612,0.00274613,0.007476261,5600,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
17,130293EHS16,GKN ZUM,,GKN VIG,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24,35.0,87.0,89.0,0.999997661,0.01558001,0.002834946,0.009394037,5600,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18,241824ESS11,GKN POA,111.0,GKN POA,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,44.0,56.0,51.0,1.0,0.010234614,0.004333946,0.0124919,2900,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19,241824ESS11,GKN POA,111.0,GKN POA,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,44.0,59.0,55.0,1.0,0.010234614,0.004333946,0.0124919,2900,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,230223EHS01,GKN CEL,,GKN VLG,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,27.8,42.34,43.78,0.999999751,0.007233214,0.005196274,0.014146712,5600,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
22,230223EHS01,GKN CEL,,GKN VLG,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,30.19,43.6,44.47,0.999999751,0.007233214,0.005196274,0.014146712,5600,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
24,182196EHS62,GKN POA,,GKN VLG,,,,,GKN VIG,GKN VIG,2300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,27.6,30.4,27.4,1.0,0.012263147,0.005192948,0.014967835,2300,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25,182196EHS62,GKN POA,,GKN VLG,,,,,GKN VIG,GKN VIG,2300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,27.7,29.6,25.8,1.0,0.012263147,0.005192948,0.014967835,2300,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,182196EHS62,GKN POA,,GKN VLG,,,,,GKN VIG,GKN VIG,2300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,30.0,31.6,27.8,1.0,0.012263147,0.005192948,0.014967835,2300,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,232041EHS06,GKN POA,112.0,GKN POA,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,75.1,75.1,75.1,1.0,0.028347676,0.005158156,0.017092358,2900,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28,241824ESS11,GKN POA,111.0,GKN POA,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,40.0,58.0,55.0,1.0,0.010234614,0.007352452,0.020016846,2900,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
29,241824ESS11,GKN POA,111.0,GKN POA,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,51.0,72.0,67.5,1.0,0.010234614,0.007352452,0.020016846,2900,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,220807EHS18,GKN CEL,,GKN VLG,,,,,,,4600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27,33.91,49.82,49.0,0.999999501,0.010569884,0.007593307,0.020672567,4600,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,220807EHS18,GKN CEL,,GKN VLG,,,,,,,4600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27,34.28,52.45,51.47,0.999999501,0.010569884,0.007593307,0.020672567,4600,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
32,220807EHS18,GKN CEL,,GKN VLG,,,,,,,4600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27,34.63,57.17,50.52,0.999999501,0.010569884,0.007593307,0.020672567,4600,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33,220807EHS18,GKN CEL,,GKN VLG,,,,,,,4600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27,35.33,54.54,51.75,0.999999501,0.010569884,0.007593307,0.020672567,4600,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,232041EHS06,GKN POA,112.0,GKN POA,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,75.3,75.3,75.3,1.0,0.028347676,0.007601136,0.023589645,2900,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,232041EHS06,GKN POA,112.0,GKN POA,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,80.9,80.9,80.9,1.0,0.028347676,0.007601136,0.023589645,2900,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
36,182196EHS62,GKN POA,,GKN VLG,,,,,GKN VIG,GKN VIG,2300,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,28.2,31.7,27.4,1.0,0.012263147,0.008809732,0.02398425,2300,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,230223EHS01,GKN CEL,,GKN VLG,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,24.76,43.41,43.74,0.999999751,0.007233214,0.008811322,0.026046863,5600,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,120860EHS14,GKN ZUM,208.0,GKN ZUM,,,,,,,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26,87.0,87.0,82.0,1.0,0.0425868,0.018033792,0.051979494,4100,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39,120860EHS14,GKN ZUM,208.0,GKN ZUM,,,,,,,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24,91.0,91.0,80.0,1.0,0.0425868,0.018033792,0.051979494,4100,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,232041EHS06,GKN POA,112.0,GKN POA,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,70.5,70.5,70.5,1.0,0.028347676,0.02036471,0.055442356,2900,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,191086EHS11,GKN BIR,86.0,GKN BIR,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,29.8,49.1,44.1,1.0,0.045457106,0.019249251,0.055482858,2900,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
42,191086EHS11,GKN BIR,86.0,GKN BIR,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,31.9,58.6,56.9,1.0,0.045457106,0.019249251,0.055482858,2900,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43,191086EHS11,GKN BIR,86.0,GKN BIR,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,33.7,61.3,61.5,1.0,0.045457106,0.019249251,0.055482858,2900,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44,191086EHS11,GKN BIR,86.0,GKN BIR,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,35.4,61.6,62.1,1.0,0.045457106,0.019249251,0.055482858,2900,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,130293EHS31,GKN ZUM,,GKN VIG,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28,24.0,61.0,62.0,0.999997661,0.01558001,0.018979182,0.056103746,5600,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,130293EHS31,GKN ZUM,,GKN VIG,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28,24.0,65.0,63.0,0.999997661,0.01558001,0.018979182,0.056103746,5600,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47,130293EHS31,GKN ZUM,,GKN VIG,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28,24.0,69.0,63.0,0.999997661,0.01558001,0.018979182,0.056103746,5600,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48,130293EHS31,GKN ZUM,,GKN VIG,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28,25.0,62.0,65.0,0.999997661,0.01558001,0.018979182,0.056103746,5600,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,220754EMB04,GKN CEL,118.0,GKN VLG,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,31.65,35.7,31.2,0.998717984,0.078994574,0.021181577,0.065735686,2900,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,220754EMB04,GKN CEL,118.0,GKN VLG,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,33.5,37.18,35.5,0.998717984,0.078994574,0.021181577,0.065735686,2900,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,221525EMB21,GKN ZUM,118.0,GKN OLE,,,,,GKN VIG,GKN VIG,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,48.0,51.0,55.0,0.998717984,0.078994574,0.021181577,0.065735686,2900,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,221525EMB21,GKN ZUM,118.0,GKN OLE,,,,,GKN VIG,GKN VIG,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,50.0,53.0,54.0,0.998717984,0.078994574,0.021181577,0.065735686,2900,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
56,221525EMB21,GKN ZUM,118.0,GKN OLE,,,,,GKN VIG,GKN VIG,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,50.0,54.0,59.0,0.998717984,0.078994574,0.021181577,0.065735686,2900,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
57,221525EMB21,GKN ZUM,118.0,GKN OLE,,,,,GKN VIG,GKN VIG,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,52.0,56.0,57.0,0.998717984,0.078994574,0.021181577,0.065735686,2900,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,130312EMB01,GKN AUB,118.0,GKN AUB,,,,,,,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26,70.4,85.3,72.6,0.996766888,0.197210824,0.019289952,0.070550862,4100,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,191085EHS12,GKN BIR,89.5,GKN BIR,,,,,,,3300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22,31.61,78.37,83.09,1.0,0.118128793,0.021494767,0.071226284,3300,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,191085EHS12,GKN BIR,89.5,GKN BIR,,,,,,,3300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22,31.91,77.92,79.65,1.0,0.118128793,0.021494767,0.071226284,3300,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61,191085EHS12,GKN BIR,89.5,GKN BIR,,,,,,,3300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22,33.93,69.45,72.98,1.0,0.118128793,0.021494767,0.071226284,3300,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62,120860EHS14,GKN ZUM,208.0,GKN ZUM,,,,,,,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27,88.0,89.0,70.0,1.0,0.0425868,0.030593965,0.083291218,4100,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63,231140EMB02,GKN ZUM,,GKN ZUM,,,,,,,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20,54.0,54.0,53.0,1.0,0.104181887,0.027935294,0.08669542,5100,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
64,231140EMB02,GKN ZUM,,GKN ZUM,,,,,,,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,65.0,65.0,64.0,1.0,0.104181887,0.027935294,0.08669542,5100,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,231140EMB02,GKN ZUM,,GKN ZUM,,,,,,,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,72.0,72.0,72.0,1.0,0.104181887,0.027935294,0.08669542,5100,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66,221670EMB09,GKN ARN,,GKN ZRE,,,,,GKN ZRE,GKN ZRE,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13,58.7,47.5,71.6,0.993359826,0.190987447,0.024931785,0.087220828,4100,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,241234EMB10,GKN OLE,118.0,GKN OLE,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,34.2,36.8,40.2,0.998717984,0.078994574,0.033451016,0.096417153,2900,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,241234EMB10,GKN OLE,118.0,GKN OLE,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,34.2,36.9,40.5,0.998717984,0.078994574,0.033451016,0.096417153,2900,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
69,241234EMB10,GKN OLE,118.0,GKN OLE,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,34.5,36.9,40.3,0.998717984,0.078994574,0.033451016,0.096417153,2900,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,241234EMB10,GKN OLE,118.0,GKN OLE,,,,,,,2900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,34.7,37.3,40.7,0.998717984,0.078994574,0.033451016,0.096417153,2900,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71,191085EHS12,GKN BIR,89.5,GKN BIR,,,,,,,3300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23,30.56,78.3,80.17,1.0,0.118128793,0.031675013,0.0983014,3300,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72,130293ESL08,GKN ZUM,,GKN VIG,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23,63.0,79.0,79.0,0.993305011,0.173720445,0.031610249,0.10474552,5600,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
73,201157EMB09,GKN ARN,186.0,GKN OLE,,,,,GKN VIG,GKN MOS,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22,46.06,43.73,62.18,0.993111263,0.241270279,0.031495781,0.110184171,4100,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,201157EMB09,GKN ARN,186.0,GKN OLE,,,,,GKN VIG,GKN MOS,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22,47.18,44.21,63.91,0.993111263,0.241270279,0.031495781,0.110184171,4100,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,201157EMB09,GKN ARN,186.0,GKN OLE,,,,,GKN VIG,GKN MOS,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22,47.28,44.3,63.64,0.993111263,0.241270279,0.031495781,0.110184171,4100,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,201157EMB09,GKN ARN,186.0,GKN OLE,,,,,GKN VIG,GKN MOS,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22,47.36,44.72,64.8,0.993111263,0.241270279,0.031495781,0.110184171,4100,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,130821EHS18,GKN ZUM,89500.0,GKN VIG,,,,,,,3300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25,95.0,95.0,85.0,1.0,0.188625684,0.034322413,0.113732701,3300,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,130821EHS18,GKN ZUM,89500.0,GKN VIG,,,,,,,3300,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24,95.0,98.0,83.0,1.0,0.188625684,0.034322413,0.113732701,3300,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
79,173073ESL06,GKN ZUM,,GKN VIG,,,,,,,4100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,65.0,74.0,71.0,0.993359826,0.259742928,0.033907228,0.118620326,4100,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,130293ESL08,GKN ZUM,,GKN VIG,,,,,,,5600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25,73.0,73.0,76.0,0.993305011,0.143833056,0.038567345,0.119691318,5600,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
81,220596EMB07,GKN ZUM,,GKN VIG,,,,,,,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19,72.0,72.0,72.0,1.0,0.200076578,0.036406022,0.120637068,5100,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82,231140EMB02,GKN ZUM,,GKN ZUM,,,,,,,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,48.0,48.0,48.0,1.0,0.104181887,0.044116827,0.127159632,5100,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,231140EMB02,GKN ZUM,,GKN ZUM,,,,,,,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,64.0,64.0,63.0,1.0,0.104181887,0.044116827,0.127159632,5100,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84,231140EMB02,GKN ZUM,,GKN ZUM,,,,,,,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,67.0,67.0,67.0,1.0,0.104181887,0.044116827,0.127159632,5100,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,231140EMB02,GKN ZUM,,GKN ZUM,,,,,,,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,68.0,68.0,67.0,1.0,0.104181887,0.044116827,0.127159632,5100,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86,231140EMB02,GKN ZUM,,GKN ZUM,,,,,,,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,69.0,69.0,68.0,1.0,0.104181887,0.044116827,0.127159632,5100,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
87,130312EMB01,GKN AUB,88.0,GKN AUB,,,,,,,5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26,54.1,65.0,58.3,0.998273303,0.105164788,0.044533046,0.128359316,5100,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
